# Source: OSRS game cache via runelite/cache (BSD 2-Clause).
# x y plane	name	category	spriteId	textScale
2970 4794 0	Sire	1129	-1	0
2980 4857 0	Sire	1129	-1	0
3105 4858 0	Sire	1129	-1	0
2149 5081 0	Dead people	1129	-1	0
2400 5092 0	Fight Cave	1129	-1	0
2152 5102 0	Distillery	1129	-1	0
2496 5140 0	Mor Ul Rek	1129	-1	1
2398 5160 0	Fight Pit	1129	-1	0
2159 5170 0	Nothing interesting happens here	1129	-1	1
1888 5184 0	War	1129	-1	1
2016 5184 0	Famine	1129	-1	1
2336 5184 0	Death	1129	-1	1
1760 5188 0	Here be a big mole	1129	-1	1
2344 5216 0	Cradle of Life	1129	-1	0
2875 5216 0	Ancient Prison	1129	-1	1
2022 5221 0	Grain of Plenty	1129	-1	0
1907 5227 0	Gift of Peace	1129	-1	0
2144 5248 0	Pestilence	1129	-1	1
2720 5248 0	Agility course	1129	-1	0
3122 5258 0	Confusion	1129	-1	0
3087 5263 0	Hopelessness	1129	-1	0
2715 5270 0	Wire machine	1129	-1	0
2908 5270 0	Saradomin's Encampment	1129	-1	1
2144 5283 0	Box of Health	1129	-1	0
3087 5293 0	Anger	1129	-1	0
3122 5298 0	Fear	1129	-1	0
2692 5304 0	Ur-meg	1129	-1	0
2697 5319 0	Bone collector	1129	-1	0
2719 5322 0	Market	1129	-1	0
2723 5331 0	Ur-vass	1129	-1	0
1773 5332 0	Brutal green dragons	1129	-1	0
2272 5337 0	The Inferno	1129	-1	0
2746 5342 0	Tegdak	1129	-1	0
2716 5344 0	Ur-zek & Ur-taal	1129	-1	0
1738 5356 0	Waterfiends	1129	-1	0
2704 5368 0	Oldak's teleportation laboratory	1129	-1	0
1743 5375 0	Lower level	1129	-1	1
2720 5375 0	Lower level	1129	-1	1
3018 5578 0	Lizards & Zamorak fighters	1129	-1	0
3060 5578 0	Altar	1129	-1	0
3744 5695 0	Lower level	1129	-1	1
3463 5767 0	Rocky Outcrop	1129	-1	0
2937 5773 0	Offering Altar	1129	-1	1
3476 5791 0	Moser Settlement	1129	-1	0
3010 5798 0	Golem Workshop	1129	-1	1
3406 5804 0	Debtor Hideout	1129	-1	0
2956 5806 0	Ramarno	1129	-1	0
2924 5814 0	Camdozaal Mines	1129	-1	1
2971 5823 0	Camdozaal Vault	1129	-1	1
3456 5824 0	Desert Island	1129	-1	2
3431 5845 0	The Mountain	1129	-1	0
3500 5873 0	Trinity Outpost	1129	-1	0
3220 6009 0	Iorwerth Camp	1129	-1	0
3264 6016 0	Tirannwn	1129	-1	2
3363 6047 0	Arandar	1129	-1	1
3035 6051 0	Zalcano	1129	-1	0
3567 6054 0	Stone Circle	1129	-1	0
3598 6067 0	Court of Chaos	1129	-1	0
3496 6072 0	Hut	1129	-1	0
3264 6080 0	Prifddinas	1129	-1	1
1696 6104 0	Tutorial Island	1129	-1	1
3552 6107 0	Town Center	1129	-1	0
3594 6113 0	Blank Tower	1129	-1	0
3497 6118 0	Old Manor	1129	-1	0
3552 6120 0	Wild Varrock	1129	-1	2
3552 6160 0	Dark Warrior's Palace	1129	-1	1
3223 6161 0	Gwenith	1129	-1	1
3598 6164 0	Pillars of Sacrifice	1129	-1	0
3500 6169 0	Trading Post	1129	-1	0
2623 6207 0	Lower level	1129	-1	1
2592 6369 0	Science District	1129	-1	0
2656 6372 0	Sunken Cathedral	1129	-1	0
2657 6427 0	Residential District	1129	-1	0
2584 6441 0	Palace	1129	-1	0
3232 8865 0	Gryphons	1129	-1	0
3107 8868 0	Gryphons	1129	-1	0
3179 8876 0	Three-headed Gryphon	1129	-1	0
2154 9296 0	Iron dragons	1129	-1	0
2522 9299 0	Chinchompas	1129	-1	0
2127 9306 0	Blue dragons	1129	-1	0
1360 9316 0	Moonrise Brewery and Winery	1129	-1	0
1394 9327 0	Alchemical Society	1129	-1	0
1451 9329 0	Villa Lucens	1129	-1	0
2121 9330 0	Fire giants	1129	-1	0
2158 9336 0	Greater demons	1129	-1	0
3775 9407 0	Cave horrors & albino bats	1129	-1	0
2408 9438 0	Smoke devils	1129	-1	0
2656 9440 0	Bronze, iron & steel dragons	1129	-1	0
2721 9446 0	Iron & steel dragons	1129	-1	0
2362 9456 0	Thermonuclear Smoke Devil	1129	-1	0
2712 9485 0	Black demons	1129	-1	0
3278 9485 0	Guardians	1129	-1	0
3330 9486 0	Soldiers	1129	-1	0
2586 9489 0	Wizards' Guild	1129	-1	0
2664 9495 0	Fire giants	1129	-1	0
2736 9497 0	Bronze dragons	1129	-1	0
1247 9503 0	Dragon Nest	1129	-1	0
3298 9503 0	Kalphite Cave	1129	-1	1
2848 9504 0	Jogres	1129	-1	0
3488 9504 0	Queen's Chamber	1129	-1	0
1825 9509 0	Fortis Colosseum	1129	-1	0
1685 9516 0	Crypt	1129	-1	0
2710 9521 0	Red dragons	1129	-1	0
2666 9523 0	Dogs	1129	-1	0
2614 9524 0	Salarin the Twisted	1129	-1	0
3308 9530 0	Soldiers	1129	-1	0
3488 9535 0	Kalphite Lair	1129	-1	1
3230 9546 0	Giant frogs	1129	-1	0
3057 9547 0	Skeletal wyverns	1129	-1	0
2834 9561 0	Lesser demons	1129	-1	0
3102 9561 0	Wizards' Tower	1129	-1	0
2965 9565 0	Ice giants	1129	-1	0
1366 9568 0	Ancient Prison	1129	-1	0
2576 9568 0	Poison spiders	1129	-1	0
2784 9568 0	Agility Arena	1129	-1	0
2663 9570 0	Moss giants	1129	-1	0
2994 9571 0	Muggers	1129	-1	0
2857 9572 0	Skeletons	1129	-1	0
1641 9576 0	Barracks	1129	-1	0
2990 9576 0	Pirates	1129	-1	0
3051 9577 0	Ice warriors & giants	1129	-1	0
1514 9583 0	Ancient Shrine	1129	-1	0
2834 9586 0	Red Spiders	1129	-1	0
3019 9587 0	Hobgoblins	1129	-1	0
2586 9608 0	Ogres	1129	-1	0
2836 9610 0	Lesser demons	1129	-1	0
3220 9620 0	Lumbridge Castle cellar	1129	-1	0
3264 9630 0	Goblin Maze	1129	-1	0
2976 9632 0	Rat Pits	1129	-1	0
3327 9632 0	Mine	1129	-1	0
1393 9635 0	The Blood Moon	1129	-1	0
1489 9635 0	The Eclipse Moon	1129	-1	0
2659 9635 0	Rat Pits	1129	-1	0
3167 9635 0	H.A.M. Cult	1129	-1	0
2606 9638 0	Spiders	1129	-1	0
2856 9638 0	Elvarg	1129	-1	0
2930 9644 0	Melzar's Maze	1129	-1	0
2836 9653 0	Skeletons	1129	-1	0
3104 9655 0	Draynor Sewers	1129	-1	0
2583 9659 0	Dungeon rats	1129	-1	0
2675 9682 0	Zombies & rocks	1129	-1	0
1441 9683 0	The Blue Moon	1129	-1	0
2699 9688 0	Hobgoblins	1129	-1	0
2908 9689 0	Black Knights' Base	1129	-1	1
3168 9696 0	Sourhog Cave	1129	-1	0
3488 9696 0	Shades	1129	-1	0
1377 9700 0	Earthbound Cavern	1129	-1	0
1505 9700 0	Streambound Cavern	1129	-1	0
2644 9702 0	Ardougne Sewers	1129	-1	0
3240 9704 0	Watermill cellar	1129	-1	0
3034 9736 0	Mining Guild	1129	-1	0
2861 9737 0	Dramen Tree	1129	-1	0
2585 9738 0	Ogres	1129	-1	0
2966 9738 0	Crypt	1129	-1	0
2719 9744 0	Pit scorpions	1129	-1	0
2851 9752 0	Greater demons	1129	-1	0
2569 9753 0	Bats	1129	-1	0
2935 9754 0	Poisonous scorpions	1129	-1	0
3168 9758 0	Champions' Challenge	1129	-1	0
3072 9763 0	Draynor Manor basement	1129	-1	0
2842 9766 0	Zombies	1129	-1	0
2920 9770 0	Chaos dwarves	1129	-1	0
3245 9773 0	VTAM Corporation	1129	-1	0
2700 9774 0	Shadow warriors	1129	-1	0
1286 9775 0	Stalker Den	1129	-1	0
3058 9776 0	Access to Falador	1129	-1	0
2401 9779 0	Fire giants	1129	-1	0
2863 9780 0	Black demons	1129	-1	0
2962 9784 0	Animated axes	1129	-1	0
2457 9788 0	Aberrant Spectres	1129	-1	0
2938 9790 0	Lesser demons	1129	-1	0
2424 9793 0	Hellhounds	1129	-1	0
2479 9806 0	Ankou	1129	-1	0
2857 9806 0	Poison spiders	1129	-1	0
2985 9806 0	Boot	1129	-1	0
2908 9807 0	Blue dragons	1129	-1	0
3052 9809 0	Beware of the scorpions	1129	-1	0
3632 9815 0	Araxxor	1129	-1	0
2969 9819 0	Hammerspike's hangout	1129	-1	0
3196 9822 0	Bank vault	1129	-1	0
1683 9823 0	Crabclaw Caves	1129	-1	0
2594 9823 0	Here be goblins	1129	-1	0
3667 9824 0	Here be spiders	1129	-1	0
2401 9827 0	Brimstail	1129	-1	0
2839 9829 0	Black dragons	1129	-1	0
2459 9832 0	Bloodvelds	1129	-1	0
2895 9833 0	Cauldron of Thunder	1129	-1	0
2812 9836 0	Fire Obelisk	1129	-1	0
3110 9838 0	Hill giants	1129	-1	0
2861 9845 0	Hellhounds	1129	-1	0
2934 9852 0	Chaos druids	1129	-1	0
3123 9865 0	Hobgoblins	1129	-1	0
1457 9866 0	Moss giants	1129	-1	0
3560 9866 0	Skullball	1129	-1	0
1424 9867 0	Moss giants	1129	-1	0
3300 9869 0	Scurrius The Rat King	1129	-1	0
2853 9872 0	Mountain dwarves	1129	-1	0
2908 9872 0	Nora T. Hagg's cellar	1129	-1	0
3239 9872 0	Rats	1129	-1	0
3423 9877 0	Mausoleum	1129	-1	0
3179 9884 0	Red Spiders	1129	-1	0
1435 9886 0	Hill giants	1129	-1	0
3680 9888 0	Ectofuntus	1129	-1	0
2918 9889 0	Fountain of Heroes	1129	-1	0
3537 9889 0	Obstacle course	1129	-1	0
1565 9891 0	Ents	1129	-1	0
3080 9892 0	Dave's Basement of Doom	1129	-1	0
3121 9899 0	Skeletons & zombies	1129	-1	0
1844 9902 0	Sarachnis	1129	-1	0
3263 9904 0	Here be dead stuff	1129	-1	0
1457 9907 0	Fire giants	1129	-1	0
3086 9932 0	Chronozon	1129	-1	0
3112 9932 0	Chaos druids	1129	-1	0
3130 9935 0	Thugs	1129	-1	0
1822 9936 0	Red dragons	1129	-1	0
1801 9939 0	Undead druids	1129	-1	0
1850 9939 0	Undead druids	1129	-1	0
3109 9942 0	Skeletons	1129	-1	0
2860 9948 0	Ice Queen's Lair	1129	-1	0
1801 9950 0	Altar	1129	-1	0
1811 9951 0	Bone Burner	1129	-1	0
3088 9951 0	Poison spiders	1129	-1	0
3134 9955 0	Red Spiders	1129	-1	0
1842 9960 0	Temple Spiders	1129	-1	0
3519 9960 0	Here be odd stuff	1129	-1	0
3680 9960 0	Brewery	1129	-1	0
1308 9963 0	Lizardman Caves	1129	-1	0
3092 9965 0	Black demons	1129	-1	0
1811 9968 0	Undead druids	1129	-1	0
2920 9972 0	Cyclopes	1129	-1	0
2718 9984 0	Lower level	1129	-1	1
1615 9994 0	Banshees	1129	-1	0
1642 9994 0	Ankou	1129	-1	0
3119 9996 0	Earth warriors	1129	-1	0
1664 9997 0	Dagannoth	1129	-1	0
1714 9997 0	Sand crabs	1129	-1	0
1688 9999 0	Jellies	1129	-1	0
2701 10001 0	Kurask	1129	-1	0
2792 10001 0	Cave crawlers	1129	-1	0
2744 10004 0	Basilisks	1129	-1	0
1660 10008 0	Moss giants	1129	-1	0
1613 10010 0	Spectres	1129	-1	0
2716 10011 0	Turoth	1129	-1	0
1635 10012 0	Hill giants	1129	-1	0
2761 10012 0	Pyrefiends	1129	-1	0
1691 10017 0	Bloodvelds	1129	-1	0
1650 10018 0	Cyclopes & Axes	1129	-1	0
2796 10019 0	Rock slugs	1129	-1	0
1664 10025 0	Ghosts	1129	-1	0
1715 10025 0	Dust devils	1129	-1	0
1626 10028 0	Bloodvelds	1129	-1	0
2705 10032 0	Jellies	1129	-1	0
1640 10033 0	Animated axes	1129	-1	0
1653 10037 0	Hill giants	1129	-1	0
2792 10037 0	Cockatrice	1129	-1	0
1603 10044 0	Shades	1129	-1	0
1686 10044 0	Moss giants	1129	-1	0
1639 10048 0	Skeletons	1129	-1	0
1664 10048 0	Altar	1129	-1	0
1724 10054 0	Jellies	1129	-1	0
3341 10058 0	Ice giants	1129	-1	0
1602 10059 0	Steel dragons	1129	-1	0
1694 10064 0	Ghosts	1129	-1	0
1650 10065 0	Hellhounds	1129	-1	0
1438 10066 0	Black demons	1129	-1	0
1634 10068 0	Fire giants	1129	-1	0
1719 10068 0	Lesser demons	1129	-1	0
1681 10073 0	Bloodvelds	1129	-1	0
3414 10073 0	Green dragons	1129	-1	0
1663 10075 0	Hill giants	1129	-1	0
2826 10076 0	Jail	1129	-1	0
3359 10080 0	Ankou	1129	-1	0
1700 10083 0	Nechryael	1129	-1	0
1440 10084 0	Voice of Yama	1129	-1	0
1504 10084 0	Yama	1129	-1	0
1622 10084 0	Brutal black, blue & red dragons	1129	-1	0
2856 10084 0	Goutweed store	1129	-1	0
3444 10085 0	Hellhounds	1129	-1	0
1722 10087 0	Black demons	1129	-1	0
1248 10089 0	Hespori	1129	-1	0
1670 10091 0	Abyssal demons	1129	-1	0
1648 10095 0	Bronze & iron dragons	1129	-1	0
1701 10102 0	Greater demons	1129	-1	0
3431 10105 0	Jellies	1129	-1	0
3336 10106 0	Greater nechryael	1129	-1	0
1440 10111 0	Lower level	1129	-1	1
2496 10112 0	Sub-level 1	1129	-1	1
3808 10112 0	Lower level	1129	-1	1
3361 10121 0	Black demons	1129	-1	0
2522 10122 0	Dagannoth	1129	-1	0
3441 10124 0	Dust devils	1129	-1	0
3402 10127 0	Green dragons	1129	-1	0
2790 10132 0	Trolls	1129	-1	0
3337 10136 0	Lesser demons	1129	-1	0
3046 10138 0	God Wars Dungeon	1129	-1	0
2842 10141 0	River Kelda	1129	-1	0
1770 10143 0	The Warrens	1129	-1	0
2506 10145 0	Wallasalki	1129	-1	0
2467 10147 0	Dagannoth	1129	-1	0
3430 10151 0	Greater demons	1129	-1	0
3787 10156 0	A	1129	-1	0
3830 10157 0	C	1129	-1	0
1263 10158 0	Wyrms	1129	-1	0
3364 10161 0	Black dragons	1129	-1	0
3341 10164 0	Abyssal demons	1129	-1	0
2523 10165 0	Giant rock crabs	1129	-1	0
2836 10166 0	Dondakan's rock	1129	-1	0
2928 10170 0	Minecarts	1129	-1	0
3815 10172 0	B	1129	-1	0
2914 10188 0	Brewery	1129	-1	0
1273 10189 0	Wyrms	1129	-1	0
2930 10194 0	Blast Furnace	1129	-1	0
2879 10201 0	Palace	1129	-1	0
1312 10207 0	Tasakaal	1129	-1	0
3616 10208 0	Wyverns	1129	-1	0
2827 10213 0	Black Guard H.Q.	1129	-1	0
2862 10225 0	Library	1129	-1	0
1311 10241 0	Hydras	1129	-1	0
3022 10248 0	Greater demons	1129	-1	0
2518 10258 0	Miscellania Expansion	1129	-1	0
3070 10261 0	Poison spiders	1129	-1	0
1310 10269 0	Hydras	1129	-1	0
1368 10270 0	Alchemical Hydra	1129	-1	0
3048 10272 0	Black dragons	1129	-1	0
3616 10272 0	Wyverns Task Only	1129	-1	0
2600 10275 0	Sea snakes	1129	-1	0
1312 10292 0	Lower level	1129	-1	1
3029 10312 0	Chaos dwarves	1129	-1	0
3046 10321 0	Hill giants	1129	-1	0
3021 10328 0	Shadow spiders	1129	-1	0
3359 10328 0	Callisto's Den	1129	-1	0
2845 10343 0	Salt Mine	1129	-1	0
3053 10346 0	Fire giants	1129	-1	0
3235 10347 0	Beware of the scorpions	1129	-1	0
2999 10350 0	Agility course spikes	1129	-1	0
3022 10354 0	Wine of Zamorak	1129	-1	0
2455 10388 0	Basilisk Knights	1129	-1	0
2420 10390 0	Basilisk Knights	1129	-1	0
2656 10400 0	Here be penguins	1129	-1	0
2464 10402 0	Basilisks	1129	-1	0
2479 10406 0	Basilisks	1129	-1	0
2420 10422 0	Dagannoth	1129	-1	0
2479 10439 0	Dagannoth	1129	-1	0
2449 10441 0	Dagannoth	1129	-1	0
3370 11487 0	Kovac	1129	-1	0
3219 12369 0	Kurask	1129	-1	0
3254 12384 0	Kurask	1129	-1	0
3227 12397 0	Dark beasts	1129	-1	0
3184 12405 0	Elves	1129	-1	0
3251 12421 0	Bloodvelds	1129	-1	0
3223 12422 0	Nechryael	1129	-1	0
3165 12431 0	Dark beasts	1129	-1	0
3238 12437 0	Bloodvelds	1129	-1	0
3298 12453 0	Trahaearn Mine	1129	-1	0
3183 12456 0	Waterfiends	1129	-1	0
3228 12459 0	Nechryael	1129	-1	0
3253 12468 0	Moss giants	1129	-1	0
1888 4352 1	Sub-level 4	1129	-1	1
1847 4360 1	Dagannoth	1129	-1	0
1944 4376 1	Rock lobsters	1129	-1	0
1802 4387 1	Wallasalki	1129	-1	0
1849 4389 1	Dagannoth	1129	-1	0
1870 4408 1	Dagannoth	1129	-1	0
3168 4544 1	Middle level	1129	-1	1
2696 5277 1	Station	1129	-1	0
1751 5290 1	Ancient Forge	1129	-1	0
2742 5337 1	Nursery	1129	-1	0
1762 5338 1	Mithril dragons	1129	-1	0
2733 5366 1	Ur-tag	1129	-1	0
2718 5367 1	Council chamber	1129	-1	0
1743 5375 1	Upper level	1129	-1	1
2720 5375 1	Middle level	1129	-1	1
3712 5648 1	Motherlode Mine	1129	-1	1
3744 5695 1	Upper level	1129	-1	1
3033 6115 1	The Gauntlet	1129	-1	0
2623 6207 1	Middle level	1129	-1	1
3298 8864 1	Coral Nurseries	1129	-1	0
2011 8989 1	Ogresses	1129	-1	0
1936 8992 1	Dragons	1129	-1	0
1894 9003 1	Baby dragons	1129	-1	0
2060 9006 1	Bank vault	1129	-1	0
1966 9042 1	Ogresses	1129	-1	0
1558 9459 1	Hunter Guild	1129	-1	0
2848 9496 1	Jogres	1129	-1	0
1481 9506 1	Wolf Den	1129	-1	0
1440 9518 1	City Entrance	1129	-1	0
2848 9535 1	Upper level	1129	-1	1
1508 9542 1	Mine	1129	-1	0
1440 9556 1	Market	1129	-1	0
1440 9568 1	Cam Torum	1129	-1	1
3042 9581 1	Upper level	1129	-1	1
1414 9590 1	Highlord's Chamber	1129	-1	0
1440 9600 1	Neypotzli Entrance	1129	-1	0
1441 9633 1	Antechamber	1129	-1	0
3808 9747 1	Shura	1129	-1	0
3808 9762 1	The Nightmare	1129	-1	0
3847 9762 1	Lesser demons	1129	-1	0
3866 9775 1	Pyrefiends	1129	-1	0
2930 9817 1	Blue dragons	1129	-1	0
2800 9820 1	Black dragons	1129	-1	0
3808 9831 1	Greater demons	1129	-1	0
2900 9855 1	Upper level	1129	-1	1
2708 9972 1	Kurask	1129	-1	0
1504 9983 1	Lower level	1129	-1	1
2718 9991 1	Upper level	1129	-1	1
2848 10054 1	Burntmeat's Kitchen	1129	-1	0
1312 10079 1	Lizardman Temple	1129	-1	0
1440 10080 1	Greater demons	1129	-1	0
1440 10111 1	Middle level	1129	-1	1
1335 10185 1	Sulphur lizards	1129	-1	0
3295 10202 1	Vet'ion's Rest	1129	-1	0
1280 10208 1	Greater demons	1129	-1	0
1348 10241 1	Drakes	1129	-1	0
1312 10242 1	Drakes	1129	-1	0
1318 10268 1	Middle level	1129	-1	1
2400 10272 1	Trolls	1129	-1	0
3772 10288 1	Underwater	1129	-1	1
1888 4352 2	Sub-level 3	1129	-1	1
1812 4367 2	Giant rock crabs	1129	-1	0
1849 4382 2	Dagannoth	1129	-1	0
1794 4383 2	Wallasalki	1129	-1	0
2986 4386 2	Corporeal Beast	1129	-1	0
1939 4390 2	Rock lobsters	1129	-1	0
1816 4398 2	Dagannoth	1129	-1	0
3152 4544 2	Upper level	1129	-1	1
2837 5280 2	Armadyl's Eyrie	1129	-1	1
2832 5344 2	Bandos's Stronghold	1129	-1	1
2744 5351 2	Zanik's bedroom	1129	-1	0
2909 5363 2	Zamorak's Fortress	1129	-1	1
2720 5375 2	Upper level	1129	-1	1
2623 6207 2	Upper level	1129	-1	1
2991 6351 2	Refugee Camp	1129	-1	0
2913 6371 2	Main Block	1129	-1	0
2900 6433 2	Administration	1129	-1	0
3474 9493 2	Soldiers	1129	-1	0
3510 9498 2	Guardians	1129	-1	0
2634 9499 2	Greater demons	1129	-1	0
3230 9517 2	Chasm of Tears	1129	-1	0
3260 9522 2	Tears of Guthix	1129	-1	0
2634 9563 2	Fire giants	1129	-1	0
2669 9578 2	Baby green dragons	1129	-1	0
2659 9599 2	Upper level	1129	-1	1
1504 9983 2	Middle level	1129	-1	1
2829 10082 2	Troll generals	1129	-1	0
1440 10088 2	Lesser demons	1129	-1	0
1440 10111 2	Upper level	1129	-1	1
1342 10201 2	Hellhounds	1129	-1	0
3423 10203 2	Silk Chasm	1129	-1	0
1282 10212 2	Fire giants	1129	-1	0
1310 10228 2	Upper level	1129	-1	1
2339 10337 2	Essence Mine	1129	-1	0
1888 4352 3	Sub-level 2	1129	-1	1
1826 4374 3	Dagannoth	1129	-1	0
1972 4400 3	Rock lobsters	1129	-1	0
1795 4403 3	Wallasalki	1129	-1	0
1836 4410 3	Giant rock crabs	1129	-1	0
3424 9924 3	Slayer Tower	1129	-1	0
3395 9930 3	Bloodvelds	1129	-1	0
3452 9935 3	Gargoyles	1129	-1	0
3447 9970 3	Abyssal demons	1129	-1	0
3397 9980 3	Nechryael	1129	-1	0
1504 9983 3	Upper level	1129	-1	1
3808 10144 3	Upper level	1129	-1	1
3776 10176 3	Volcano Mine	1129	-1	1
